train_number,station_code,timestamp,scheduled_arrival,scheduled_departure,actual_arrival,speed_kmph,signal_aspect,rolling_stock_health,weather_condition
12680,ST,2025-09-20 10:40:00,2025-09-20 10:45:00,2025-09-20 10:54:00,2025-09-20 11:03:00,55.6,RED,0.98,rain
12374,CNB,2025-09-10 07:27:00,2025-09-10 07:31:00,2025-09-10 07:41:00,2025-09-10 07:41:00,42.5,RED,0.87,storm
12614,NDLS,2025-09-09 22:20:00,2025-09-09 22:21:00,2025-09-09 22:31:00,2025-09-09 22:42:00,39.0,YELLOW,0.92,fog
12743,MGS,2025-09-16 15:56:00,2025-09-16 15:57:00,2025-09-16 16:07:00,2025-09-16 15:56:00,28.2,GREEN,0.89,fog
12648,VAPI,2025-09-04 00:42:00,2025-09-04 00:43:00,2025-09-04 00:46:00,2025-09-04 01:10:00,40.8,GREEN,0.87,rain
12001,CNB,2025-09-16 07:41:00,2025-09-16 07:46:00,2025-09-16 07:55:00,2025-09-16 08:13:00,45.9,YELLOW,0.97,rain
12862,MGS,2025-09-15 05:18:00,2025-09-15 05:21:00,2025-09-15 05:26:00,2025-09-15 05:39:00,38.9,YELLOW,0.9,clear
12298,PNBE,2025-09-14 05:58:00,2025-09-14 05:59:00,2025-09-14 06:05:00,2025-09-14 05:57:00,38.8,GREEN,0.96,storm
12202,SDAH,2025-09-02 03:33:00,2025-09-02 03:36:00,2025-09-02 03:42:00,2025-09-02 03:36:00,20.0,GREEN,0.91,clear
12754,BCT,2025-09-17 01:27:00,2025-09-17 01:28:00,2025-09-17 01:36:00,2025-09-17 01:36:00,52.8,GREEN,0.95,clear
12992,CNB,2025-09-04 04:16:00,2025-09-04 04:17:00,2025-09-04 04:23:00,2025-09-04 04:19:00,40.6,YELLOW,0.88,fog
12947,MGS,2025-09-20 01:09:00,2025-09-20 01:13:00,2025-09-20 01:21:00,2025-09-20 01:40:00,21.7,RED,0.98,storm
12165,NDLS,2025-09-06 04:58:00,2025-09-06 05:01:00,2025-09-06 05:05:00,2025-09-06 05:14:00,49.2,RED,0.93,rain
12622,CNB,2025-09-15 03:47:00,2025-09-15 03:51:00,2025-09-15 03:54:00,2025-09-15 04:18:00,46.0,GREEN,0.94,fog
12936,VAPI,2025-09-03 20:08:00,2025-09-03 20:10:00,2025-09-03 20:15:00,2025-09-03 20:08:00,61.5,RED,0.88,rain
12364,ALD,2025-09-08 07:19:00,2025-09-08 07:22:00,2025-09-08 07:31:00,2025-09-08 07:48:00,46.2,YELLOW,0.89,clear
12158,ALD,2025-09-06 12:37:00,2025-09-06 12:42:00,2025-09-06 12:47:00,2025-09-06 12:46:00,50.7,RED,0.87,rain
12922,MGS,2025-09-05 10:35:00,2025-09-05 10:39:00,2025-09-05 10:42:00,2025-09-05 10:50:00,43.1,YELLOW,0.96,fog
12407,NDLS,2025-09-11 04:35:00,2025-09-11 04:39:00,2025-09-11 04:45:00,2025-09-11 04:52:00,34.3,YELLOW,0.86,fog
12422,VAPI,2025-09-14 14:49:00,2025-09-14 14:50:00,2025-09-14 14:53:00,2025-09-14 14:56:00,41.6,RED,0.9,fog
12542,NDLS,2025-09-15 22:44:00,2025-09-15 22:46:00,2025-09-15 22:51:00,2025-09-15 23:04:00,27.6,GREEN,0.91,fog
12638,CNB,2025-09-04 18:44:00,2025-09-04 18:46:00,2025-09-04 18:51:00,2025-09-04 19:08:00,46.8,GREEN,0.88,storm
12150,NDLS,2025-09-19 06:37:00,2025-09-19 06:40:00,2025-09-19 06:43:00,2025-09-19 06:50:00,50.3,YELLOW,0.88,storm
12567,ST,2025-09-09 15:54:00,2025-09-09 15:56:00,2025-09-09 16:02:00,2025-09-09 16:23:00,40.7,YELLOW,0.89,clear
12225,PNBE,2025-09-15 23:24:00,2025-09-15 23:25:00,2025-09-15 23:30:00,2025-09-15 23:34:00,43.3,RED,0.83,clear
12251,ST,2025-09-13 18:25:00,2025-09-13 18:29:00,2025-09-13 18:38:00,2025-09-13 18:33:00,43.1,YELLOW,1.0,rain
12017,MGS,2025-09-12 10:08:00,2025-09-12 10:13:00,2025-09-12 10:17:00,2025-09-12 10:28:00,43.7,GREEN,0.9,clear
12414,VAPI,2025-09-17 00:04:00,2025-09-17 00:06:00,2025-09-17 00:15:00,2025-09-17 00:18:00,53.5,YELLOW,0.96,fog
12799,ST,2025-09-04 08:55:00,2025-09-04 08:57:00,2025-09-04 09:04:00,2025-09-04 09:01:00,49.0,YELLOW,0.92,storm
12951,HWH,2025-09-18 01:52:00,2025-09-18 01:56:00,2025-09-18 01:59:00,2025-09-18 02:05:00,45.2,GREEN,0.86,storm
12276,ALD,2025-09-17 08:19:00,2025-09-17 08:20:00,2025-09-17 08:30:00,2025-09-17 08:19:00,28.7,RED,0.81,storm
12210,ALD,2025-09-18 17:31:00,2025-09-18 17:32:00,2025-09-18 17:36:00,2025-09-18 17:50:00,41.3,RED,0.91,fog
12916,ST,2025-09-18 00:26:00,2025-09-18 00:30:00,2025-09-18 00:35:00,2025-09-18 00:44:00,32.8,YELLOW,0.95,fog
12182,VAPI,2025-09-14 03:55:00,2025-09-14 04:00:00,2025-09-14 04:06:00,2025-09-14 04:21:00,45.6,GREEN,0.88,storm
12872,HWH,2025-09-19 18:58:00,2025-09-19 19:03:00,2025-09-19 19:13:00,2025-09-19 19:16:00,52.2,RED,0.92,clear
12410,BCT,2025-09-11 16:52:00,2025-09-11 16:56:00,2025-09-11 16:59:00,2025-09-11 17:20:00,52.6,RED,0.93,fog
12585,PNBE,2025-09-02 10:49:00,2025-09-02 10:52:00,2025-09-02 11:01:00,2025-09-02 11:17:00,40.3,GREEN,0.96,clear
12594,NDLS,2025-09-05 05:37:00,2025-09-05 05:41:00,2025-09-05 05:50:00,2025-09-05 05:55:00,34.4,RED,0.95,fog
12029,PNBE,2025-09-07 10:46:00,2025-09-07 10:50:00,2025-09-07 10:58:00,2025-09-07 11:12:00,47.1,YELLOW,0.87,rain
12942,MGS,2025-09-03 21:55:00,2025-09-03 21:59:00,2025-09-03 22:07:00,2025-09-03 22:13:00,41.8,GREEN,0.9,clear
12444,ST,2025-09-12 00:12:00,2025-09-12 00:14:00,2025-09-12 00:22:00,2025-09-12 00:41:00,55.1,RED,0.85,storm
12662,SDAH,2025-09-09 06:11:00,2025-09-09 06:12:00,2025-09-09 06:16:00,2025-09-09 06:36:00,47.3,YELLOW,0.93,storm
12580,ALD,2025-09-10 05:27:00,2025-09-10 05:31:00,2025-09-10 05:40:00,2025-09-10 05:37:00,51.9,YELLOW,0.83,clear
12030,ALD,2025-09-10 07:47:00,2025-09-10 07:50:00,2025-09-10 07:53:00,2025-09-10 08:11:00,61.8,YELLOW,0.89,rain
12402,VAPI,2025-09-16 13:30:00,2025-09-16 13:32:00,2025-09-16 13:35:00,2025-09-16 13:53:00,49.8,YELLOW,0.84,fog
12068,ALD,2025-09-06 08:49:00,2025-09-06 08:50:00,2025-09-06 09:00:00,2025-09-06 08:53:00,44.8,GREEN,0.95,clear
12213,BCT,2025-09-01 23:57:00,2025-09-01 23:58:00,2025-09-02 00:04:00,2025-09-01 23:56:00,33.6,GREEN,0.84,storm
12251,HWH,2025-09-05 01:45:00,2025-09-05 01:48:00,2025-09-05 01:51:00,2025-09-05 02:06:00,63.7,RED,0.92,rain
12455,ALD,2025-09-13 16:50:00,2025-09-13 16:52:00,2025-09-13 17:00:00,2025-09-13 17:02:00,39.5,YELLOW,0.92,rain
12618,ST,2025-09-06 09:48:00,2025-09-06 09:51:00,2025-09-06 09:54:00,2025-09-06 10:02:00,41.3,GREEN,0.93,fog
12490,SDAH,2025-09-05 23:44:00,2025-09-05 23:47:00,2025-09-05 23:53:00,2025-09-05 23:52:00,63.6,GREEN,0.96,clear
12662,MGS,2025-09-01 20:17:00,2025-09-01 20:19:00,2025-09-01 20:25:00,2025-09-01 20:21:00,30.3,GREEN,0.89,storm
12610,PNBE,2025-09-15 01:35:00,2025-09-15 01:40:00,2025-09-15 01:43:00,2025-09-15 01:53:00,59.2,YELLOW,0.9,clear
12387,ALD,2025-09-08 23:57:00,2025-09-08 23:58:00,2025-09-09 00:06:00,2025-09-09 00:11:00,20.0,RED,0.9,rain
12977,SDAH,2025-09-02 14:15:00,2025-09-02 14:19:00,2025-09-02 14:24:00,2025-09-02 14:19:00,51.2,GREEN,0.8,fog
12224,ALD,2025-09-16 17:04:00,2025-09-16 17:07:00,2025-09-16 17:10:00,2025-09-16 17:35:00,48.0,RED,0.86,rain
12234,HWH,2025-09-13 14:12:00,2025-09-13 14:13:00,2025-09-13 14:18:00,2025-09-13 14:30:00,44.6,RED,0.88,rain
12353,BCT,2025-09-01 10:33:00,2025-09-01 10:34:00,2025-09-01 10:39:00,2025-09-01 10:51:00,43.6,RED,0.81,rain
12960,ST,2025-09-06 11:25:00,2025-09-06 11:30:00,2025-09-06 11:37:00,2025-09-06 11:40:00,36.1,GREEN,0.9,rain
12454,VAPI,2025-09-18 22:30:00,2025-09-18 22:32:00,2025-09-18 22:35:00,2025-09-18 22:31:00,25.3,GREEN,0.93,clear
12021,PNBE,2025-09-20 00:11:00,2025-09-20 00:15:00,2025-09-20 00:21:00,2025-09-20 00:22:00,31.9,RED,0.86,storm
12668,CNB,2025-09-19 01:51:00,2025-09-19 01:54:00,2025-09-19 02:01:00,2025-09-19 02:08:00,38.9,RED,0.86,fog
12996,SDAH,2025-09-09 04:12:00,2025-09-09 04:15:00,2025-09-09 04:19:00,2025-09-09 04:18:00,49.8,YELLOW,0.95,fog
12278,ALD,2025-09-17 09:50:00,2025-09-17 09:52:00,2025-09-17 10:00:00,2025-09-17 09:51:00,35.6,YELLOW,0.83,rain
12109,HWH,2025-09-05 08:59:00,2025-09-05 09:00:00,2025-09-05 09:03:00,2025-09-05 09:19:00,36.3,YELLOW,0.92,rain
12402,VAPI,2025-09-02 10:20:00,2025-09-02 10:24:00,2025-09-02 10:30:00,2025-09-02 10:42:00,41.4,YELLOW,0.93,clear
12429,BCT,2025-09-09 21:39:00,2025-09-09 21:44:00,2025-09-09 21:50:00,2025-09-09 22:10:00,48.3,GREEN,0.93,clear
12937,BCT,2025-09-10 22:50:00,2025-09-10 22:52:00,2025-09-10 23:02:00,2025-09-10 23:11:00,63.3,YELLOW,0.93,rain
12911,NDLS,2025-09-14 20:01:00,2025-09-14 20:03:00,2025-09-14 20:10:00,2025-09-14 20:15:00,54.3,YELLOW,0.93,storm
12135,ST,2025-09-08 09:32:00,2025-09-08 09:33:00,2025-09-08 09:41:00,2025-09-08 09:33:00,58.4,GREEN,0.93,fog
12972,CNB,2025-09-19 13:17:00,2025-09-19 13:22:00,2025-09-19 13:31:00,2025-09-19 13:25:00,32.3,RED,0.96,fog
12007,MGS,2025-09-03 18:49:00,2025-09-03 18:52:00,2025-09-03 19:01:00,2025-09-03 18:55:00,47.6,RED,0.94,rain
12481,MGS,2025-09-12 23:00:00,2025-09-12 23:05:00,2025-09-12 23:10:00,2025-09-12 23:07:00,41.4,YELLOW,0.86,storm
12710,MGS,2025-09-19 20:03:00,2025-09-19 20:07:00,2025-09-19 20:15:00,2025-09-19 20:16:00,41.7,RED,0.84,rain
12397,NDLS,2025-09-11 21:49:00,2025-09-11 21:51:00,2025-09-11 21:56:00,2025-09-11 22:05:00,51.3,RED,0.95,clear
12349,NDLS,2025-09-16 11:00:00,2025-09-16 11:05:00,2025-09-16 11:14:00,2025-09-16 11:10:00,41.8,RED,0.82,fog
12079,BCT,2025-09-07 15:49:00,2025-09-07 15:54:00,2025-09-07 16:03:00,2025-09-07 15:52:00,43.7,GREEN,0.84,storm
12622,NDLS,2025-09-11 17:43:00,2025-09-11 17:47:00,2025-09-11 17:53:00,2025-09-11 17:48:00,54.5,RED,0.87,clear
12422,ALD,2025-09-15 11:34:00,2025-09-15 11:38:00,2025-09-15 11:42:00,2025-09-15 11:41:00,42.5,GREEN,0.92,storm
12602,VAPI,2025-09-15 16:03:00,2025-09-15 16:06:00,2025-09-15 16:14:00,2025-09-15 16:05:00,40.1,YELLOW,0.94,storm
12830,MGS,2025-09-07 14:37:00,2025-09-07 14:39:00,2025-09-07 14:49:00,2025-09-07 15:00:00,36.6,RED,0.87,storm
12148,SDAH,2025-09-12 09:48:00,2025-09-12 09:50:00,2025-09-12 09:57:00,2025-09-12 10:09:00,20.4,GREEN,0.97,rain
12044,NDLS,2025-09-05 22:26:00,2025-09-05 22:30:00,2025-09-05 22:37:00,2025-09-05 22:55:00,40.3,YELLOW,0.97,fog
12204,VAPI,2025-09-17 00:42:00,2025-09-17 00:44:00,2025-09-17 00:53:00,2025-09-17 01:08:00,51.7,GREEN,0.92,storm
12616,BCT,2025-09-20 10:35:00,2025-09-20 10:37:00,2025-09-20 10:46:00,2025-09-20 10:55:00,63.6,RED,0.93,rain
12460,SDAH,2025-09-01 14:30:00,2025-09-01 14:31:00,2025-09-01 14:36:00,2025-09-01 14:29:00,48.2,GREEN,0.89,rain
12228,BCT,2025-09-07 16:45:00,2025-09-07 16:46:00,2025-09-07 16:56:00,2025-09-07 16:46:00,37.8,GREEN,0.91,clear
12797,ST,2025-09-21 02:07:00,2025-09-21 02:08:00,2025-09-21 02:18:00,2025-09-21 02:24:00,39.9,YELLOW,0.91,fog
12437,HWH,2025-09-17 02:14:00,2025-09-17 02:18:00,2025-09-17 02:21:00,2025-09-17 02:40:00,59.4,RED,0.97,rain
12418,PNBE,2025-09-06 10:47:00,2025-09-06 10:51:00,2025-09-06 10:55:00,2025-09-06 11:02:00,52.7,YELLOW,0.93,rain
12906,ALD,2025-09-19 12:24:00,2025-09-19 12:26:00,2025-09-19 12:31:00,2025-09-19 12:27:00,58.9,RED,0.89,clear
12138,VAPI,2025-09-10 19:46:00,2025-09-10 19:50:00,2025-09-10 19:57:00,2025-09-10 20:17:00,49.4,RED,0.96,fog
12469,HWH,2025-09-15 05:47:00,2025-09-15 05:51:00,2025-09-15 05:59:00,2025-09-15 06:10:00,37.7,GREEN,0.85,storm
12783,SDAH,2025-09-09 18:20:00,2025-09-09 18:25:00,2025-09-09 18:31:00,2025-09-09 18:53:00,49.2,YELLOW,0.91,fog
12012,ST,2025-09-17 08:11:00,2025-09-17 08:16:00,2025-09-17 08:25:00,2025-09-17 08:17:00,48.0,YELLOW,0.94,fog
12002,ST,2025-09-14 10:57:00,2025-09-14 11:00:00,2025-09-14 11:09:00,2025-09-14 11:13:00,36.1,GREEN,0.81,rain
12532,MGS,2025-09-06 22:51:00,2025-09-06 22:53:00,2025-09-06 22:58:00,2025-09-06 23:12:00,23.6,GREEN,0.9,rain
12443,NDLS,2025-09-18 19:33:00,2025-09-18 19:37:00,2025-09-18 19:42:00,2025-09-18 19:45:00,52.5,YELLOW,0.95,clear
12976,CNB,2025-09-02 10:01:00,2025-09-02 10:05:00,2025-09-02 10:11:00,2025-09-02 10:14:00,47.5,RED,0.9,fog
12686,SDAH,2025-09-10 05:46:00,2025-09-10 05:51:00,2025-09-10 06:01:00,2025-09-10 05:54:00,52.8,RED,0.97,storm
12354,SDAH,2025-09-17 07:53:00,2025-09-17 07:56:00,2025-09-17 08:05:00,2025-09-17 08:17:00,42.9,YELLOW,0.92,storm
12249,BCT,2025-09-06 01:35:00,2025-09-06 01:37:00,2025-09-06 01:44:00,2025-09-06 01:50:00,41.3,YELLOW,0.9,rain
12064,ST,2025-09-04 22:18:00,2025-09-04 22:22:00,2025-09-04 22:29:00,2025-09-04 22:45:00,53.0,GREEN,0.95,fog
12200,PNBE,2025-09-20 07:23:00,2025-09-20 07:24:00,2025-09-20 07:32:00,2025-09-20 07:41:00,49.3,GREEN,0.92,fog
12435,NDLS,2025-09-19 08:13:00,2025-09-19 08:17:00,2025-09-19 08:23:00,2025-09-19 08:25:00,49.0,RED,0.94,rain
12185,HWH,2025-09-11 18:10:00,2025-09-11 18:14:00,2025-09-11 18:20:00,2025-09-11 18:23:00,20.0,RED,1.0,rain
12406,MGS,2025-09-03 11:29:00,2025-09-03 11:30:00,2025-09-03 11:33:00,2025-09-03 11:46:00,49.3,YELLOW,0.9,storm
12113,MGS,2025-09-03 17:01:00,2025-09-03 17:04:00,2025-09-03 17:07:00,2025-09-03 17:25:00,26.3,YELLOW,0.9,fog
12871,NDLS,2025-09-09 21:39:00,2025-09-09 21:42:00,2025-09-09 21:48:00,2025-09-09 22:01:00,46.5,YELLOW,0.87,clear
12637,BCT,2025-09-21 01:58:00,2025-09-21 01:59:00,2025-09-21 02:06:00,2025-09-21 02:22:00,23.6,YELLOW,0.88,rain
12054,HWH,2025-09-03 18:33:00,2025-09-03 18:35:00,2025-09-03 18:42:00,2025-09-03 18:33:00,32.4,YELLOW,0.89,clear
12574,HWH,2025-09-16 13:31:00,2025-09-16 13:35:00,2025-09-16 13:45:00,2025-09-16 13:37:00,47.3,GREEN,0.92,clear
12538,PNBE,2025-09-03 11:15:00,2025-09-03 11:17:00,2025-09-03 11:24:00,2025-09-03 11:29:00,49.2,GREEN,0.97,storm
12324,PNBE,2025-09-11 21:59:00,2025-09-11 22:04:00,2025-09-11 22:08:00,2025-09-11 22:30:00,59.4,GREEN,0.93,fog
12233,MGS,2025-09-02 07:33:00,2025-09-02 07:35:00,2025-09-02 07:43:00,2025-09-02 07:34:00,50.8,GREEN,0.9,clear
12970,CNB,2025-09-18 21:37:00,2025-09-18 21:42:00,2025-09-18 21:48:00,2025-09-18 22:01:00,44.0,RED,0.82,rain
12465,PNBE,2025-09-18 19:30:00,2025-09-18 19:31:00,2025-09-18 19:38:00,2025-09-18 19:45:00,31.3,GREEN,0.92,rain
12058,CNB,2025-09-06 01:43:00,2025-09-06 01:46:00,2025-09-06 01:52:00,2025-09-06 02:08:00,32.7,GREEN,0.85,fog
12628,SDAH,2025-09-07 16:42:00,2025-09-07 16:45:00,2025-09-07 16:53:00,2025-09-07 16:51:00,40.7,YELLOW,0.93,rain
12874,MGS,2025-09-17 23:58:00,2025-09-18 00:03:00,2025-09-18 00:09:00,2025-09-18 00:30:00,37.5,YELLOW,0.87,storm
12374,BCT,2025-09-17 04:10:00,2025-09-17 04:12:00,2025-09-17 04:18:00,2025-09-17 04:19:00,37.9,YELLOW,0.92,rain
12290,VAPI,2025-09-02 11:08:00,2025-09-02 11:11:00,2025-09-02 11:17:00,2025-09-02 11:37:00,35.3,YELLOW,0.85,clear
12179,SDAH,2025-09-16 23:41:00,2025-09-16 23:46:00,2025-09-16 23:49:00,2025-09-17 00:07:00,67.8,GREEN,0.91,storm
12692,SDAH,2025-09-17 17:38:00,2025-09-17 17:39:00,2025-09-17 17:47:00,2025-09-17 17:47:00,33.9,GREEN,0.88,fog
12071,SDAH,2025-09-12 08:16:00,2025-09-12 08:20:00,2025-09-12 08:23:00,2025-09-12 08:25:00,41.4,RED,0.88,storm
12705,NDLS,2025-09-02 14:37:00,2025-09-02 14:41:00,2025-09-02 14:50:00,2025-09-02 15:05:00,28.6,GREEN,0.84,storm
12124,SDAH,2025-09-19 16:43:00,2025-09-19 16:44:00,2025-09-19 16:53:00,2025-09-19 16:52:00,40.3,RED,0.89,clear
12649,SDAH,2025-09-18 03:29:00,2025-09-18 03:34:00,2025-09-18 03:40:00,2025-09-18 03:49:00,36.2,YELLOW,0.93,clear
12139,MGS,2025-09-16 15:51:00,2025-09-16 15:53:00,2025-09-16 16:00:00,2025-09-16 15:51:00,26.6,YELLOW,0.79,clear
12707,ALD,2025-09-04 22:53:00,2025-09-04 22:54:00,2025-09-04 23:04:00,2025-09-04 23:07:00,31.2,GREEN,0.78,rain
12556,ST,2025-09-09 21:43:00,2025-09-09 21:47:00,2025-09-09 21:51:00,2025-09-09 21:47:00,33.4,GREEN,0.95,storm
12728,SDAH,2025-09-13 06:43:00,2025-09-13 06:45:00,2025-09-13 06:55:00,2025-09-13 06:46:00,44.0,YELLOW,0.85,storm
12568,HWH,2025-09-16 05:58:00,2025-09-16 06:03:00,2025-09-16 06:07:00,2025-09-16 06:19:00,44.3,GREEN,0.9,rain
12836,VAPI,2025-09-18 21:56:00,2025-09-18 21:59:00,2025-09-18 22:07:00,2025-09-18 22:21:00,47.2,GREEN,0.84,fog
12207,BCT,2025-09-10 10:10:00,2025-09-10 10:12:00,2025-09-10 10:22:00,2025-09-10 10:24:00,48.8,RED,0.88,clear
12206,CNB,2025-09-12 17:26:00,2025-09-12 17:28:00,2025-09-12 17:33:00,2025-09-12 17:36:00,42.6,YELLOW,0.87,clear
12512,ST,2025-09-13 11:36:00,2025-09-13 11:37:00,2025-09-13 11:43:00,2025-09-13 11:51:00,48.2,GREEN,0.94,clear
12065,NDLS,2025-09-02 01:36:00,2025-09-02 01:39:00,2025-09-02 01:44:00,2025-09-02 01:52:00,22.7,GREEN,0.89,storm
12282,NDLS,2025-09-06 01:47:00,2025-09-06 01:51:00,2025-09-06 01:55:00,2025-09-06 02:13:00,53.1,RED,0.94,fog
12833,PNBE,2025-09-10 18:59:00,2025-09-10 19:03:00,2025-09-10 19:12:00,2025-09-10 19:06:00,61.4,YELLOW,0.98,storm
12986,NDLS,2025-09-18 18:03:00,2025-09-18 18:05:00,2025-09-18 18:08:00,2025-09-18 18:14:00,53.7,RED,0.9,fog
12139,CNB,2025-09-08 17:22:00,2025-09-08 17:27:00,2025-09-08 17:31:00,2025-09-08 17:54:00,64.7,GREEN,0.95,fog
12191,NDLS,2025-09-06 09:24:00,2025-09-06 09:27:00,2025-09-06 09:36:00,2025-09-06 09:41:00,37.0,RED,0.94,clear
12731,HWH,2025-09-20 12:40:00,2025-09-20 12:41:00,2025-09-20 12:49:00,2025-09-20 12:39:00,55.3,RED,0.92,clear
12967,ST,2025-09-19 20:21:00,2025-09-19 20:23:00,2025-09-19 20:26:00,2025-09-19 20:50:00,57.9,GREEN,0.88,storm
12006,VAPI,2025-09-06 04:18:00,2025-09-06 04:19:00,2025-09-06 04:27:00,2025-09-06 04:37:00,44.0,RED,0.99,rain
12232,HWH,2025-09-12 03:26:00,2025-09-12 03:28:00,2025-09-12 03:31:00,2025-09-12 03:53:00,50.7,YELLOW,0.82,storm
12286,ST,2025-09-13 00:24:00,2025-09-13 00:28:00,2025-09-13 00:38:00,2025-09-13 00:38:00,52.4,GREEN,0.9,storm
12465,CNB,2025-09-03 22:11:00,2025-09-03 22:14:00,2025-09-03 22:17:00,2025-09-03 22:30:00,29.3,GREEN,0.88,fog
12346,SDAH,2025-09-09 20:12:00,2025-09-09 20:15:00,2025-09-09 20:24:00,2025-09-09 20:13:00,49.6,YELLOW,0.92,rain
12165,HWH,2025-09-10 01:58:00,2025-09-10 02:02:00,2025-09-10 02:10:00,2025-09-10 02:22:00,59.1,RED,0.84,clear
12029,MGS,2025-09-13 04:22:00,2025-09-13 04:23:00,2025-09-13 04:26:00,2025-09-13 04:52:00,69.7,RED,0.83,storm
12089,ST,2025-09-15 09:49:00,2025-09-15 09:54:00,2025-09-15 10:01:00,2025-09-15 09:57:00,32.4,YELLOW,0.84,clear
12964,NDLS,2025-09-05 19:39:00,2025-09-05 19:43:00,2025-09-05 19:52:00,2025-09-05 19:51:00,22.6,RED,0.93,storm
12090,CNB,2025-09-16 16:07:00,2025-09-16 16:12:00,2025-09-16 16:15:00,2025-09-16 16:21:00,58.4,YELLOW,0.85,storm
12822,ALD,2025-09-05 04:13:00,2025-09-05 04:16:00,2025-09-05 04:21:00,2025-09-05 04:17:00,47.7,GREEN,0.94,storm
12265,ALD,2025-09-01 16:57:00,2025-09-01 16:58:00,2025-09-01 17:02:00,2025-09-01 17:13:00,51.7,GREEN,0.91,rain
12473,ALD,2025-09-09 17:52:00,2025-09-09 17:57:00,2025-09-09 18:03:00,2025-09-09 17:58:00,52.6,YELLOW,0.88,storm
12069,ST,2025-09-19 07:04:00,2025-09-19 07:05:00,2025-09-19 07:14:00,2025-09-19 07:10:00,26.5,RED,0.89,fog
12454,HWH,2025-09-20 22:49:00,2025-09-20 22:54:00,2025-09-20 23:04:00,2025-09-20 23:10:00,33.5,GREEN,0.88,clear
12024,BCT,2025-09-17 03:54:00,2025-09-17 03:56:00,2025-09-17 04:03:00,2025-09-17 04:10:00,42.1,GREEN,0.8,clear
12540,BCT,2025-09-08 15:22:00,2025-09-08 15:23:00,2025-09-08 15:29:00,2025-09-08 15:40:00,45.9,GREEN,0.92,fog
12991,ALD,2025-09-18 07:14:00,2025-09-18 07:15:00,2025-09-18 07:18:00,2025-09-18 07:38:00,64.2,GREEN,0.91,rain
12324,CNB,2025-09-13 05:13:00,2025-09-13 05:17:00,2025-09-13 05:24:00,2025-09-13 05:29:00,53.2,GREEN,0.88,rain
12154,ALD,2025-09-10 10:59:00,2025-09-10 11:01:00,2025-09-10 11:08:00,2025-09-10 11:25:00,35.2,RED,0.87,rain
12057,NDLS,2025-09-19 12:28:00,2025-09-19 12:31:00,2025-09-19 12:37:00,2025-09-19 12:34:00,40.4,RED,0.97,rain
12327,ALD,2025-09-17 14:38:00,2025-09-17 14:41:00,2025-09-17 14:50:00,2025-09-17 14:42:00,38.3,YELLOW,0.93,rain
12430,NDLS,2025-09-18 02:38:00,2025-09-18 02:41:00,2025-09-18 02:49:00,2025-09-18 02:55:00,26.6,RED,0.91,rain
12759,BCT,2025-09-04 02:55:00,2025-09-04 02:57:00,2025-09-04 03:06:00,2025-09-04 03:12:00,45.5,YELLOW,0.9,rain
12719,SDAH,2025-09-05 07:46:00,2025-09-05 07:50:00,2025-09-05 07:58:00,2025-09-05 07:51:00,48.9,GREEN,0.89,clear
12267,SDAH,2025-09-09 19:01:00,2025-09-09 19:06:00,2025-09-09 19:13:00,2025-09-09 19:16:00,43.6,RED,0.83,storm
12306,NDLS,2025-09-03 20:33:00,2025-09-03 20:34:00,2025-09-03 20:44:00,2025-09-03 20:49:00,46.1,RED,0.9,clear
12435,ST,2025-09-09 00:32:00,2025-09-09 00:33:00,2025-09-09 00:36:00,2025-09-09 00:35:00,46.4,RED,0.91,storm
12532,VAPI,2025-09-02 01:23:00,2025-09-02 01:24:00,2025-09-02 01:30:00,2025-09-02 01:31:00,45.5,YELLOW,0.88,fog
12139,CNB,2025-09-06 22:23:00,2025-09-06 22:27:00,2025-09-06 22:30:00,2025-09-06 22:47:00,57.0,GREEN,0.94,clear
12388,CNB,2025-09-17 07:07:00,2025-09-17 07:12:00,2025-09-17 07:15:00,2025-09-17 07:26:00,35.4,GREEN,0.86,rain
12959,HWH,2025-09-11 02:03:00,2025-09-11 02:05:00,2025-09-11 02:08:00,2025-09-11 02:32:00,47.5,GREEN,0.85,fog
12527,SDAH,2025-09-13 20:00:00,2025-09-13 20:03:00,2025-09-13 20:07:00,2025-09-13 20:10:00,32.2,RED,0.92,rain
12611,ALD,2025-09-02 23:01:00,2025-09-02 23:04:00,2025-09-02 23:08:00,2025-09-02 23:14:00,55.8,RED,0.89,storm
12415,NDLS,2025-09-05 22:25:00,2025-09-05 22:26:00,2025-09-05 22:32:00,2025-09-05 22:35:00,25.1,RED,0.89,rain
12708,SDAH,2025-09-10 08:57:00,2025-09-10 08:58:00,2025-09-10 09:06:00,2025-09-10 09:27:00,36.2,RED,0.96,clear
12290,VAPI,2025-09-07 17:40:00,2025-09-07 17:45:00,2025-09-07 17:53:00,2025-09-07 18:09:00,50.3,YELLOW,0.95,rain
12253,ST,2025-09-19 11:57:00,2025-09-19 12:02:00,2025-09-19 12:10:00,2025-09-19 12:09:00,54.7,YELLOW,0.89,fog
12897,MGS,2025-09-18 09:14:00,2025-09-18 09:18:00,2025-09-18 09:25:00,2025-09-18 09:43:00,29.3,GREEN,0.97,clear
12861,NDLS,2025-09-16 17:08:00,2025-09-16 17:10:00,2025-09-16 17:17:00,2025-09-16 17:14:00,30.3,RED,0.96,clear
